,logistics,_id,area,weight,fee,time
0,常州顺丰,SF1319097148626,河北,1.32,4.8,2021-11-30
1,常州顺丰,SF1306709993417,湖北,1.32,4.8,2021-11-30
2,常州顺丰,SF1325129185796,江苏,0.82,3.8,2021-11-30
3,常州顺丰,SF1325129185778,山东,0.82,3.8,2021-11-30
4,常州顺丰,SF1319097136023,山东,2.37,5.3,2021-11-30
5,常州顺丰,SF1319097115626,山东,1.32,4.8,2021-11-30
6,常州顺丰,SF1309699092007,吉林,1.82,4.8,2021-11-30
7,常州顺丰,SF1319087370736,吉林,2.42,5.3,2021-11-30
8,常州顺丰,SF1325129106668,湖北,0.82,3.8,2021-11-30
9,常州顺丰,SF1319097118125,河南,1.82,4.8,2021-11-30
10,常州顺丰,SF1306709997072,河南,1.32,4.8,2021-11-30
11,常州顺丰,SF1325167586197,天津,0.82,3.8,2021-11-30
12,常州顺丰,SF1319097137822,天津,0.82,3.8,2021-11-30
13,常州顺丰,SF1319996378584,江苏,1.32,4.8,2021-11-30
14,常州顺丰,SF1306709997203,浙江,1.32,4.8,2021-11-30
15,常州顺丰,SF1325167589995,吉林,1.32,4.8,2021-11-30
16,常州顺丰,SF1301629798720,上海,0.82,3.8,2021-11-30
17,常州顺丰,SF1306709996774,浙江,0.82,3.8,2021-11-30
18,常州顺丰,SF1319097137522,江苏,0.82,3.8,2021-11-30
19,常州顺丰,SF1306709995840,吉林,1.52,4.8,2021-11-30
20,常州顺丰,SF1306709996013,江苏,1.27,4.8,2021-11-30
21,常州顺丰,SF1325129104844,上海,2.32,5.3,2021-11-30
22,常州顺丰,SF1319097137425,浙江,2.32,5.3,2021-11-30
23,常州顺丰,SF1319996403081,吉林,1.42,4.8,2021-11-30
24,常州顺丰,SF1305709091983,上海,1.32,4.8,2021-11-30
25,常州顺丰,SF1325129250309,吉林,1.28,4.8,2021-11-30
26,常州顺丰,SF1325129250211,吉林,1.82,4.8,2021-11-30
27,常州顺丰,SF1319087320531,吉林,2.42,5.3,2021-11-30
28,常州顺丰,SF1330239489062,河南,1.22,4.8,2021-11-30
29,常州顺丰,SF1305559494307,江苏,1.42,4.8,2021-11-30
30,常州顺丰,SF1319996388886,浙江,0.62,3.8,2021-11-30
31,常州顺丰,SF1325129106631,吉林,1.3,4.8,2021-11-30
32,常州顺丰,SF1319097188024,上海,0.82,3.8,2021-11-30
33,常州顺丰,SF1319097139124,吉林,0.42,3.8,2021-11-30
34,常州顺丰,SF1330239748235,上海,1.32,4.8,2021-11-30
35,常州顺丰,SF1325129106076,上海,1.32,4.8,2021-11-30
36,常州顺丰,SF1306709998021,江苏,2.32,5.3,2021-11-30
37,常州顺丰,SF1306709997867,江苏,1.32,4.8,2021-11-30
38,常州顺丰,SF1319097138429,山东,2.32,5.3,2021-11-30
39,常州顺丰,SF1330252975234,江苏,0.62,3.8,2021-11-30
40,常州顺丰,SF1301629890090,上海,2.32,5.3,2021-11-30
41,常州顺丰,SF1306709997600,江苏,0.82,3.8,2021-11-30
42,常州顺丰,SF1330239748350,江苏,2.82,5.3,2021-11-30
43,常州顺丰,SF1319996398685,江苏,0.77,3.8,2021-11-30
44,常州顺丰,SF1319097148422,江苏,2.32,5.3,2021-11-30
45,常州顺丰,SF1319097128427,浙江,1.32,4.8,2021-11-30
46,常州顺丰,SF1306709997585,浙江,0.82,3.8,2021-11-30
47,常州顺丰,SF1325167589931,江苏,0.62,3.8,2021-11-30
48,常州顺丰,SF1306709997594,上海,1.32,4.8,2021-11-30
49,常州顺丰,SF1306709997442,江苏,0.52,3.8,2021-11-30
50,常州顺丰,SF1319996328989,上海,1.92,4.8,2021-11-30
51,常州顺丰,SF1325167589889,上海,0.62,3.8,2021-11-30
52,常州顺丰,SF1301629799152,江苏,1.92,4.8,2021-11-30
53,常州顺丰,SF1325167589076,上海,1.32,4.8,2021-11-30
54,常州顺丰,SF1330252975825,江苏,0.82,3.8,2021-11-30
55,常州顺丰,SF1319097188121,江苏,2.32,5.3,2021-11-30
56,常州顺丰,SF1306709997364,上海,1.32,4.8,2021-11-30
57,常州顺丰,SF1319996388189,江苏,2.32,5.3,2021-11-30
58,常州顺丰,SF1319916544538,湖南,1.72,4.8,2021-11-30
59,常州顺丰,SF1319936531049,四川,0.92,3.8,2021-11-30
60,常州顺丰,SF1319996328088,黑龙江,1.3,21.5,2021-11-30
61,常州顺丰,SF1301629796689,黑龙江,0.82,13.5,2021-11-30
62,常州顺丰,SF1319996396386,黑龙江,1.52,21.5,2021-11-30
63,常州顺丰,SF1319097168126,吉林,0.72,3.8,2021-11-30
64,常州顺丰,SF1319996346685,黑龙江,1.3,21.5,2021-11-30
65,常州顺丰,SF1330255623730,河南,1.22,4.8,2021-11-30
66,常州顺丰,SF1325169185523,江苏,1.22,4.8,2021-11-30
67,常州顺丰,SF1330255623934,江苏,1.22,4.8,2021-11-30
68,常州顺丰,SF1330255623961,江苏,1.22,4.8,2021-11-30
69,常州顺丰,SF1319936409745,上海,1.52,4.8,2021-11-30
70,常州顺丰,SF1319077396768,广东,1.32,4.8,2021-11-30
71,常州顺丰,SF1330234643842,吉林,1.32,4.8,2021-11-30
72,常州顺丰,SF1302699293774,辽宁,1.32,4.8,2021-11-30
73,常州顺丰,SF1325122122701,吉林,1.32,4.8,2021-11-30
74,常州顺丰,SF1330234643181,吉林,1.32,4.8,2021-11-30
75,常州顺丰,SF1319077820059,吉林,1.32,4.8,2021-11-30
76,常州顺丰,SF1330234643109,吉林,1.82,4.8,2021-11-30
77,常州顺丰,SF1319077860058,吉林,1.82,4.8,2021-11-30
78,常州顺丰,SF1330252979735,四川,0.82,3.8,2021-11-30
79,常州顺丰,SF1319097147428,河南,2.32,5.3,2021-11-30
80,常州顺丰,SF1325167586567,湖北,1.32,4.8,2021-11-30
81,常州顺丰,SF1301629798193,河南,0.62,3.8,2021-11-30
82,常州顺丰,SF1319996388286,河南,1.82,4.8,2021-11-30
83,常州顺丰,SF1325167582532,河南,2.32,5.3,2021-11-30
84,常州顺丰,SF1301629798096,河南,1.37,4.8,2021-11-30
85,常州顺丰,SF1319996307980,河南,0.77,3.8,2021-11-30
86,常州顺丰,SF1319996359284,河南,0.62,3.8,2021-11-30
87,常州顺丰,SF1325167589746,河南,1.52,4.8,2021-11-30
88,常州顺丰,SF1325167583291,河南,1.32,4.8,2021-11-30
89,常州顺丰,SF1330252973323,河南,2.32,5.3,2021-11-30
90,常州顺丰,SF1301629890054,湖北,2.32,5.3,2021-11-30
91,常州顺丰,SF1330252973756,河南,1.12,4.8,2021-11-30
92,常州顺丰,SF1301629890081,湖北,2.32,5.3,2021-11-30
93,常州顺丰,SF1301629799804,河南,0.77,3.8,2021-11-30
94,常州顺丰,SF1319906122201,河南,1.32,4.8,2021-11-30
95,常州顺丰,SF1301629799674,山西,0.61,3.8,2021-11-30
96,常州顺丰,SF1301629799813,湖北,0.61,3.8,2021-11-30
97,常州顺丰,SF1330254323469,甘肃,1.82,4.8,2021-11-30
98,常州顺丰,SF1325166055319,四川,2.32,5.3,2021-11-30
99,常州顺丰,SF1330257474318,吉林,1.32,4.8,2021-11-30
100,常州顺丰,SF1300539997667,贵州,2.52,5.3,2021-11-30
101,常州顺丰,SF1330254325043,四川,1.32,4.8,2021-11-30
102,常州顺丰,SF1330254219395,河南,1.8,4.8,2021-11-30
103,常州顺丰,SF1319906112509,河南,1.3,4.8,2021-11-30
104,常州顺丰,SF1305539092272,安徽,1.22,4.8,2021-11-30
105,常州顺丰,SF1319906112005,安徽,0.82,3.8,2021-11-30
106,常州顺丰,SF1319896492841,陕西,1.32,4.8,2021-11-30
107,常州顺丰,SF1330254325838,陕西,1.32,4.8,2021-11-30
108,常州顺丰,SF1325160486695,浙江,0.82,3.8,2021-11-30
109,常州顺丰,SF1325162659625,河北,1.8,4.8,2021-11-30
110,常州顺丰,SF1309539497562,河北,2.32,5.3,2021-11-30
111,常州顺丰,SF1319906465161,天津,1.8,4.8,2021-11-30
112,常州顺丰,SF1319906495265,河北,1.8,4.8,2021-11-30
113,常州顺丰,SF1309539497517,河北,2.32,5.3,2021-11-30
114,常州顺丰,SF1319906425162,河北,2.32,5.3,2021-11-30
115,常州顺丰,SF1330259490601,河北,1.8,4.8,2021-11-30
116,常州顺丰,SF1319706972163,河南,1.82,4.8,2021-11-29
117,常州顺丰,SF1319706962160,安徽,1.82,4.8,2021-11-29
118,常州顺丰,SF1319706030851,湖北,1.32,4.8,2021-11-29
119,常州顺丰,SF1319706699220,浙江,1.32,4.8,2021-11-29
120,常州顺丰,SF1301399993791,浙江,2.82,5.3,2021-11-29
121,常州顺丰,SF1325146963966,浙江,2.82,5.3,2021-11-29
122,常州顺丰,SF1330247146341,浙江,2.62,5.3,2021-11-29
123,常州顺丰,SF1325755084432,浙江,2.32,5.3,2021-11-29
124,常州顺丰,SF1319676836582,浙江,2.32,5.3,2021-11-29
125,常州顺丰,SF1309539192832,河北,1.28,4.8,2021-11-30
126,常州顺丰,SF1319906916659,河北,0.82,3.8,2021-11-30
127,常州顺丰,SF1319906152101,河南,2.32,5.3,2021-11-30
128,常州顺丰,SF1319906986858,河北,2.32,5.3,2021-11-30
129,常州顺丰,SF1330258971191,天津,3.52,18.5,2021-11-30
130,常州顺丰,SF1309389894550,湖南,1.52,4.8,2021-11-30
131,常州顺丰,SF1325167583625,四川,1.32,4.8,2021-11-30
132,常州顺丰,SF1319996490989,浙江,2.32,5.3,2021-11-30
133,常州顺丰,SF1319996389784,浙江,1.32,4.8,2021-11-30
134,常州顺丰,SF1330252977418,吉林,2.82,5.3,2021-11-30
135,常州顺丰,SF1300399393499,湖南,1.8,4.8,2021-11-30
136,常州顺丰,SF1300399392882,湖北,1.32,4.8,2021-11-30
137,常州顺丰,SF1325167583564,浙江,2.32,5.3,2021-11-30
138,常州顺丰,SF1301629891244,江苏,1.62,4.8,2021-11-30
139,常州顺丰,SF1319996491887,江苏,1.12,4.8,2021-11-30
140,常州顺丰,SF1330252977603,浙江,0.82,3.8,2021-11-30
141,常州顺丰,SF1319996482386,江苏,1.52,4.8,2021-11-30
142,常州顺丰,SF1301629890788,江苏,1.32,4.8,2021-11-30
143,常州顺丰,SF1301629890637,浙江,2.32,5.3,2021-11-30
144,常州顺丰,SF1319996470888,浙江,0.52,3.8,2021-11-30
145,常州顺丰,SF1319996450883,吉林,1.32,4.8,2021-11-30
146,常州顺丰,SF1325167583882,吉林,0.77,3.8,2021-11-30
147,常州顺丰,SF1319996369489,浙江,1.92,4.8,2021-11-30
148,常州顺丰,SF1325167589128,吉林,2.32,5.3,2021-11-30
149,常州顺丰,SF1319936590145,上海,1.22,4.8,2021-11-30
150,常州顺丰,SF1325169104371,浙江,1.52,4.8,2021-11-30
151,常州顺丰,SF1319936520943,上海,1.52,4.8,2021-11-30
152,常州顺丰,SF1303569796275,上海,1.52,4.8,2021-11-30
153,常州顺丰,SF1319936550843,江苏,2.12,5.3,2021-11-30
154,常州顺丰,SF1319936581041,江苏,2.37,5.3,2021-11-30
155,常州顺丰,SF1325751887047,贵州,2.22,5.3,2021-11-30
156,常州顺丰,SF1325751864233,贵州,2.32,5.3,2021-11-30
157,常州顺丰,SF1301629890355,吉林,2.7,5.3,2021-11-30
158,常州顺丰,SF1325751887001,甘肃,1.3,4.8,2021-11-30
159,常州顺丰,SF1325751887648,贵州,0.77,3.8,2021-11-30
160,常州顺丰,SF1325751845552,甘肃,1.32,4.8,2021-11-30
161,常州顺丰,SF1319966022726,河北,1.27,4.8,2021-11-30
162,常州顺丰,SF1330257400737,湖北,1.32,4.8,2021-11-30
163,常州顺丰,SF1330252973623,河南,1.32,4.8,2021-11-30
164,常州顺丰,SF1330252977427,天津,0.82,3.8,2021-11-30
165,常州顺丰,SF1319676472150,吉林,0.62,3.8,2021-11-30
166,常州顺丰,SF1325755343449,天津,2.32,5.3,2021-11-30
167,常州顺丰,SF1305379592153,山西,0.82,3.8,2021-11-30
168,常州顺丰,SF1325755343837,吉林,1.32,4.8,2021-11-30
169,常州顺丰,SF1319676565328,河北,1.32,4.8,2021-11-30
170,常州顺丰,SF1330247308534,河北,1.32,4.8,2021-11-30
171,常州顺丰,SF1325755243925,河北,1.22,4.8,2021-11-30
172,常州顺丰,SF1319676553123,河北,2.32,5.3,2021-11-30
173,常州顺丰,SF1319676543721,河南,1.32,4.8,2021-11-30
174,常州顺丰,SF1302699293687,吉林,1.32,4.8,2021-11-30
175,常州顺丰,SF1330234643172,吉林,1.32,4.8,2021-11-30
176,常州顺丰,SF1319846247517,天津,1.32,4.8,2021-11-30
177,常州顺丰,SF1319576451158,北京,1.32,4.8,2021-11-29
178,常州顺丰,SF1319576860225,江苏,2.82,5.3,2021-11-29
179,常州顺丰,SF1325752677547,湖南,1.32,4.8,2021-11-29
180,常州顺丰,SF1325752677759,湖南,2.42,5.3,2021-11-29
181,常州顺丰,SF1330600679301,福建,2.82,5.3,2021-11-29
182,常州顺丰,SF1319576810020,福建,1.32,4.8,2021-11-29
183,常州顺丰,SF1319676532927,吉林,1.8,4.8,2021-11-30
184,常州顺丰,SF1306379899129,浙江,0.82,3.8,2021-11-30
185,常州顺丰,SF1308319694504,上海,3.62,14.5,2021-11-29
186,常州顺丰,SF1330242327696,湖北,0.82,3.8,2021-11-30
187,常州顺丰,SF1319676573825,吉林,0.8,3.8,2021-11-30
188,常州顺丰,SF1330247301772,吉林,1.12,4.8,2021-11-30
189,常州顺丰,SF1319676584027,吉林,1.28,4.8,2021-11-30
190,常州顺丰,SF1304379098228,吉林,1.8,4.8,2021-11-30
191,常州顺丰,SF1303569794946,湖南,1.22,4.8,2021-11-30
192,常州顺丰,SF1301329192044,天津,1.32,4.8,2021-11-29
193,常州顺丰,SF1330600462793,天津,2.32,5.3,2021-11-29
194,常州顺丰,SF1319536785664,浙江,2.22,5.3,2021-11-29
195,常州顺丰,SF1319536776162,浙江,2.82,5.3,2021-11-29
196,常州顺丰,SF1330601108097,浙江,1.92,4.8,2021-11-29
197,常州顺丰,SF1319676244983,江苏,1.76,4.8,2021-11-30
198,常州顺丰,SF1325751504202,河南,2.42,5.3,2021-11-30
199,常州顺丰,SF1325753062802,浙江,2.12,5.3,2021-11-29
200,常州顺丰,SF1325756679769,河南,1.32,4.8,2021-11-29
201,常州顺丰,SF1319556555782,河南,1.32,4.8,2021-11-29
202,常州顺丰,SF1309319191893,河南,2.32,5.3,2021-11-29
203,常州顺丰,SF1325146648973,湖南,1.32,4.8,2021-11-30
204,常州顺丰,SF1300399392800,湖南,1.8,4.8,2021-11-30
205,常州顺丰,SF1330242326973,湖南,2.32,5.3,2021-11-30
206,常州顺丰,SF1330249400455,天津,1.52,4.8,2021-11-29
207,常州顺丰,SF1325754530693,重庆,2.32,5.3,2021-11-29
208,常州顺丰,SF1305379592269,河北,0.52,3.8,2021-11-30
209,常州顺丰,SF1319676445254,浙江,0.82,3.8,2021-11-30
210,常州顺丰,SF1305379592753,吉林,0.92,3.8,2021-11-30
211,常州顺丰,SF1325755348257,吉林,1.32,4.8,2021-11-30
212,常州顺丰,SF1319676424050,江苏,0.82,3.8,2021-11-30
213,常州顺丰,SF1319546864710,吉林,0.82,3.8,2021-11-29
214,常州顺丰,SF1306309992718,江西,1.32,4.8,2021-11-29
215,常州顺丰,SF1330608474602,吉林,1.32,4.8,2021-11-29
216,常州顺丰,SF1319906270295,吉林,1.32,4.8,2021-11-30
217,常州顺丰,SF1319906906656,河北,1.32,4.8,2021-11-30
218,常州顺丰,SF1325756306440,河北,0.82,3.8,2021-11-29
219,常州顺丰,SF1319676503828,天津,2.12,5.3,2021-11-30
220,常州顺丰,SF1309539192841,河北,1.42,4.8,2021-11-30
221,常州顺丰,SF1302379096110,天津,2.88,5.3,2021-11-30
222,常州顺丰,SF1330254054220,天津,1.12,4.8,2021-11-30
223,常州顺丰,SF1319676464253,河南,2.32,5.3,2021-11-30
